uid,area,outages,dt_stamp
216402023-11-30T10:45:35,21640,33,11/30/2023 10:45:35 AM
216432023-11-30T10:45:35,21643,11,11/30/2023 10:45:35 AM
216492023-11-30T10:45:35,21649,4,11/30/2023 10:45:35 AM
216552023-11-30T10:45:35,21655,4,11/30/2023 10:45:35 AM
216592023-11-30T10:45:35,21659,1,11/30/2023 10:45:35 AM
216632023-11-30T10:45:35,21663,51,11/30/2023 10:45:35 AM
217022023-11-30T10:45:35,21702,1,11/30/2023 10:45:35 AM
217932023-11-30T10:45:35,21793,1,11/30/2023 10:45:35 AM
218012023-11-30T10:45:35,21801,4,11/30/2023 10:45:35 AM
218042023-11-30T10:45:35,21804,4,11/30/2023 10:45:35 AM
218112023-11-30T10:45:35,21811,1,11/30/2023 10:45:35 AM
211132023-11-29T11:00:40,21113,4,11/29/2023 11:00:40 AM
211222023-11-29T11:00:40,21122,5,11/29/2023 11:00:40 AM
211322023-11-29T11:00:40,21132,4,11/29/2023 11:00:40 AM
212182023-11-29T11:00:40,21218,4,11/29/2023 11:00:40 AM
212212023-11-29T11:00:40,21221,4,11/29/2023 11:00:40 AM
212262023-11-29T11:00:40,21226,4,11/29/2023 11:00:40 AM
212362023-11-29T11:00:40,21236,8,11/29/2023 11:00:40 AM
212392023-11-29T11:00:40,21239,4,11/29/2023 11:00:40 AM
215362023-11-29T11:00:40,21536,1,11/29/2023 11:00:40 AM
218372023-11-30T10:45:35,21837,1,11/30/2023 10:45:35 AM
219182023-11-30T10:45:35,21918,5,11/30/2023 10:45:35 AM
217042023-12-01T11:30:34,21704,1,12/01/2023 11:30:34 AM
217842023-12-01T11:30:34,21784,4,12/01/2023 11:30:34 AM
218012023-12-01T11:30:34,21801,56,12/01/2023 11:30:34 AM
211572023-11-16T17:30:35,21157,4,11/16/2023 05:30:35 PM
212182023-11-16T17:30:35,21218,4,11/16/2023 05:30:35 PM
206072023-11-19T09:45:40,20607,1,11/19/2023 09:45:40 AM
219012023-12-01T11:30:34,21901,4,12/01/2023 11:30:34 AM
219172023-12-01T11:30:34,21917,4,12/01/2023 11:30:34 AM
206192023-12-02T09:45:34,20619,26,12/02/2023 09:45:34 AM
206022023-11-14T12:45:36,20602,46,11/14/2023 12:45:36 PM
206132023-11-14T12:45:36,20613,9,11/14/2023 12:45:36 PM
206162023-11-14T12:45:36,20616,7,11/14/2023 12:45:36 PM
206592023-11-14T12:45:36,20659,13,11/14/2023 12:45:36 PM
206622023-11-14T12:45:36,20662,4,11/14/2023 12:45:36 PM
206642023-11-14T12:45:36,20664,1,11/14/2023 12:45:36 PM
207222023-11-14T12:45:36,20722,15,11/14/2023 12:45:36 PM
207472023-11-14T12:45:36,20747,4,11/14/2023 12:45:36 PM
207852023-11-14T12:45:36,20785,4,11/14/2023 12:45:36 PM
208142023-11-14T12:45:36,20814,2,11/14/2023 12:45:36 PM
208172023-11-14T12:45:36,20817,14,11/14/2023 12:45:36 PM
208412023-11-14T12:45:36,20841,4,11/14/2023 12:45:36 PM
208532023-11-14T12:45:36,20853,4,11/14/2023 12:45:36 PM
208542023-11-14T12:45:36,20854,4,11/14/2023 12:45:36 PM
208722023-11-14T12:45:36,20872,1,11/14/2023 12:45:36 PM
208742023-11-14T12:45:36,20874,143,11/14/2023 12:45:36 PM
206392023-11-19T09:45:40,20639,1,11/19/2023 09:45:40 AM
216252023-11-29T11:00:40,21625,1,11/29/2023 11:00:40 AM
216432023-11-29T11:00:40,21643,4,11/29/2023 11:00:40 AM
207162023-11-30T19:30:35,20716,7,11/30/2023 07:30:35 PM
207212023-11-30T19:30:35,20721,4,11/30/2023 07:30:35 PM
208892023-11-14T12:45:36,20889,1,11/14/2023 12:45:36 PM
208922023-11-14T12:45:36,20892,1,11/14/2023 12:45:36 PM
209022023-11-14T12:45:36,20902,4,11/14/2023 12:45:36 PM
209102023-11-14T12:45:36,20910,4,11/14/2023 12:45:36 PM
210142023-11-14T12:45:36,21014,4,11/14/2023 12:45:36 PM
210602023-11-14T12:45:36,21060,14,11/14/2023 12:45:36 PM
210932023-11-14T12:45:36,21093,4,11/14/2023 12:45:36 PM
211282023-11-14T12:45:36,21128,4,11/14/2023 12:45:36 PM
212022023-11-14T12:45:36,21202,4,11/14/2023 12:45:36 PM
212052023-11-14T12:45:36,21205,4,11/14/2023 12:45:36 PM
212102023-11-14T12:45:36,21210,4,11/14/2023 12:45:36 PM
212122023-11-14T12:45:36,21212,4,11/14/2023 12:45:36 PM
212162023-11-14T12:45:36,21216,4,11/14/2023 12:45:36 PM
212172023-11-14T12:45:36,21217,4,11/14/2023 12:45:36 PM
212182023-11-14T12:45:36,21218,4,11/14/2023 12:45:36 PM
212232023-11-14T12:45:36,21223,135,11/14/2023 12:45:36 PM
212242023-11-14T12:45:36,21224,4,11/14/2023 12:45:36 PM
215412023-11-14T12:45:36,21541,1,11/14/2023 12:45:36 PM
216402023-11-14T12:45:36,21640,2,11/14/2023 12:45:36 PM
207232023-11-19T09:45:40,20723,19,11/19/2023 09:45:40 AM
207352023-11-19T09:45:40,20735,11,11/19/2023 09:45:40 AM
207742023-11-19T09:45:40,20774,4,11/19/2023 09:45:40 AM
207822023-11-19T09:45:40,20782,4,11/19/2023 09:45:40 AM
208332023-11-19T09:45:40,20833,4,11/19/2023 09:45:40 AM
208412023-11-19T09:45:40,20841,1,11/19/2023 09:45:40 AM
208502023-11-19T09:45:40,20850,4,11/19/2023 09:45:40 AM
208522023-11-19T09:45:40,20852,5,11/19/2023 09:45:40 AM
208772023-11-19T09:45:40,20877,19,11/19/2023 09:45:40 AM
208952023-11-19T09:45:40,20895,10,11/19/2023 09:45:40 AM
209022023-11-19T09:45:40,20902,131,11/19/2023 09:45:40 AM
209042023-11-19T09:45:40,20904,4,11/19/2023 09:45:40 AM
209102023-11-19T09:45:40,20910,6,11/19/2023 09:45:40 AM
210122023-11-19T09:45:40,21012,4,11/19/2023 09:45:40 AM
210422023-11-19T09:45:40,21042,4,11/19/2023 09:45:40 AM
216542023-11-29T11:00:40,21654,4,11/29/2023 11:00:40 AM
217162023-11-29T11:00:40,21716,1,11/29/2023 11:00:40 AM
217402023-11-29T11:00:40,21740,220,11/29/2023 11:00:40 AM
217422023-11-29T11:00:40,21742,17,11/29/2023 11:00:40 AM
217712023-11-29T11:00:40,21771,1,11/29/2023 11:00:40 AM
217762023-11-29T11:00:40,21776,1,11/29/2023 11:00:40 AM
217952023-11-29T11:00:40,21795,1,11/29/2023 11:00:40 AM
206072023-11-30T11:00:42,20607,1,11/30/2023 11:00:42 AM
206622023-11-30T11:00:42,20662,1,11/30/2023 11:00:42 AM
212202023-11-16T17:30:35,21220,4,11/16/2023 05:30:35 PM
212212023-11-16T17:30:35,21221,4,11/16/2023 05:30:35 PM
212292023-11-16T17:30:35,21229,4,11/16/2023 05:30:35 PM
212302023-11-16T17:30:35,21230,4,11/16/2023 05:30:35 PM
214092023-11-16T17:30:35,21409,4,11/16/2023 05:30:35 PM
217012023-11-16T17:30:35,21701,8,11/16/2023 05:30:35 PM
217042023-11-16T17:30:35,21704,7,11/16/2023 05:30:35 PM
217712023-11-16T17:30:35,21771,10,11/16/2023 05:30:35 PM
206162023-11-16T17:45:35,20616,5,11/16/2023 05:45:35 PM
206772023-11-30T11:00:42,20677,4,11/30/2023 11:00:42 AM
207162023-11-30T11:00:42,20716,7,11/30/2023 11:00:42 AM
207352023-11-30T11:00:42,20735,4,11/30/2023 11:00:42 AM
207442023-11-30T11:00:42,20744,25,11/30/2023 11:00:42 AM
207482023-11-30T11:00:42,20748,109,11/30/2023 11:00:42 AM
207842023-11-30T11:00:42,20784,4,11/30/2023 11:00:42 AM
208542023-11-30T11:00:42,20854,4,11/30/2023 11:00:42 AM
208552023-11-30T11:00:42,20855,4,11/30/2023 11:00:42 AM
208782023-11-30T11:00:42,20878,4,11/30/2023 11:00:42 AM
208862023-11-30T11:00:42,20886,4,11/30/2023 11:00:42 AM
209022023-11-30T11:00:42,20902,4,11/30/2023 11:00:42 AM
209042023-11-30T11:00:42,20904,4,11/30/2023 11:00:42 AM
209062023-11-30T11:00:42,20906,4,11/30/2023 11:00:42 AM
209122023-11-30T11:00:42,20912,4,11/30/2023 11:00:42 AM
210132023-11-30T11:00:42,21013,4,11/30/2023 11:00:42 AM
210152023-11-30T11:00:42,21015,1,11/30/2023 11:00:42 AM
210432023-11-30T11:00:42,21043,4,11/30/2023 11:00:42 AM
210452023-11-30T11:00:42,21045,4,11/30/2023 11:00:42 AM
210502023-11-30T11:00:42,21050,1,11/30/2023 11:00:42 AM
210842023-11-30T11:00:42,21084,1,11/30/2023 11:00:42 AM
210852023-11-30T11:00:42,21085,7,11/30/2023 11:00:42 AM
210932023-11-30T11:00:42,21093,12,11/30/2023 11:00:42 AM
211462023-11-30T11:00:42,21146,9,11/30/2023 11:00:42 AM
211542023-11-30T11:00:42,21154,1,11/30/2023 11:00:42 AM
211572023-11-30T11:00:42,21157,31,11/30/2023 11:00:42 AM
212062023-11-30T11:00:42,21206,4,11/30/2023 11:00:42 AM
218012023-11-29T11:00:40,21801,1,11/29/2023 11:00:40 AM
218422023-11-29T11:00:40,21842,23,11/29/2023 11:00:40 AM
218632023-11-29T11:00:40,21863,7,11/29/2023 11:00:40 AM
218752023-11-29T11:00:40,21875,1,11/29/2023 11:00:40 AM
219212023-11-29T11:00:40,21921,6,11/29/2023 11:00:40 AM
212082023-11-30T11:00:42,21208,4,11/30/2023 11:00:42 AM
212152023-11-30T11:00:42,21215,4,11/30/2023 11:00:42 AM
212182023-11-30T11:00:42,21218,4,11/30/2023 11:00:42 AM
212202023-11-30T11:00:42,21220,18,11/30/2023 11:00:42 AM
207152023-11-16T17:45:35,20715,4,11/16/2023 05:45:35 PM
208522023-11-16T17:45:35,20852,4,11/16/2023 05:45:35 PM
210612023-11-19T09:45:40,21061,56,11/19/2023 09:45:40 AM
211082023-11-19T09:45:40,21108,4,11/19/2023 09:45:40 AM
211332023-11-19T09:45:40,21133,8,11/19/2023 09:45:40 AM
211572023-11-19T09:45:40,21157,4,11/19/2023 09:45:40 AM
211582023-11-19T09:45:40,21158,6,11/19/2023 09:45:40 AM
211612023-11-19T09:45:40,21161,4,11/19/2023 09:45:40 AM
206012023-11-29T11:15:34,20601,4,11/29/2023 11:15:34 AM
212222023-11-30T11:00:42,21222,4,11/30/2023 11:00:42 AM
212252023-11-30T11:00:42,21225,4,11/30/2023 11:00:42 AM
212272023-11-30T11:00:42,21227,4,11/30/2023 11:00:42 AM
212302023-11-30T11:00:42,21230,28,11/30/2023 11:00:42 AM
212342023-11-30T11:00:42,21234,4,11/30/2023 11:00:42 AM
212372023-11-30T11:00:42,21237,4,11/30/2023 11:00:42 AM
212392023-11-30T11:00:42,21239,4,11/30/2023 11:00:42 AM
212442023-11-30T11:00:42,21244,4,11/30/2023 11:00:42 AM
216132023-11-30T11:00:42,21613,4,11/30/2023 11:00:42 AM
207152023-12-01T11:45:37,20715,34,12/01/2023 11:45:37 AM
207432023-12-01T11:45:37,20743,58,12/01/2023 11:45:37 AM
206072023-11-29T11:15:34,20607,1,11/29/2023 11:15:34 AM
206132023-11-29T11:15:34,20613,3,11/29/2023 11:15:34 AM
206162023-11-29T11:15:34,20616,27,11/29/2023 11:15:34 AM
206462023-11-29T11:15:34,20646,12,11/29/2023 11:15:34 AM
207222023-11-29T11:15:34,20722,12,11/29/2023 11:15:34 AM
207232023-11-29T11:15:34,20723,4,11/29/2023 11:15:34 AM
207362023-11-29T11:15:34,20736,3,11/29/2023 11:15:34 AM
207442023-11-29T11:15:34,20744,4,11/29/2023 11:15:34 AM
207742023-11-29T11:15:34,20774,86,11/29/2023 11:15:34 AM
208152023-11-29T11:15:34,20815,4,11/29/2023 11:15:34 AM
208172023-11-29T11:15:34,20817,4,11/29/2023 11:15:34 AM
208722023-11-29T11:15:34,20872,11,11/29/2023 11:15:34 AM
208862023-11-29T11:15:34,20886,7,11/29/2023 11:15:34 AM
209022023-11-29T11:15:34,20902,4,11/29/2023 11:15:34 AM
209042023-11-29T11:15:34,20904,4,11/29/2023 11:15:34 AM
209102023-11-29T11:15:34,20910,4,11/29/2023 11:15:34 AM
210132023-11-29T11:15:34,21013,4,11/29/2023 11:15:34 AM
210422023-11-29T11:15:34,21042,50,11/29/2023 11:15:34 AM
216362023-11-30T11:00:42,21636,14,11/30/2023 11:00:42 AM
207472023-12-01T11:45:37,20747,4,12/01/2023 11:45:37 AM
207482023-12-01T11:45:37,20748,34,12/01/2023 11:45:37 AM
207822023-12-01T11:45:37,20782,66,12/01/2023 11:45:37 AM
207852023-12-01T11:45:37,20785,4,12/01/2023 11:45:37 AM
208542023-12-01T11:45:37,20854,4,12/01/2023 11:45:37 AM
208722023-12-01T11:45:37,20872,43,12/01/2023 11:45:37 AM
208792023-12-01T11:45:37,20879,4,12/01/2023 11:45:37 AM
209042023-12-01T11:45:37,20904,25,12/01/2023 11:45:37 AM
209062023-12-01T11:45:37,20906,36,12/01/2023 11:45:37 AM
210302023-12-01T11:45:37,21030,4,12/01/2023 11:45:37 AM
210452023-12-01T11:45:37,21045,4,12/01/2023 11:45:37 AM
211172023-12-01T11:45:37,21117,4,12/01/2023 11:45:37 AM
211332023-12-01T11:45:37,21133,4,12/01/2023 11:45:37 AM
211362023-12-01T11:45:37,21136,4,12/01/2023 11:45:37 AM
212052023-12-01T11:45:37,21205,4,12/01/2023 11:45:37 AM
212072023-12-01T11:45:37,21207,4,12/01/2023 11:45:37 AM
212102023-12-01T11:45:37,21210,4,12/01/2023 11:45:37 AM
212152023-12-01T11:45:37,21215,4,12/01/2023 11:45:37 AM
212172023-12-01T11:45:37,21217,4,12/01/2023 11:45:37 AM
212182023-12-01T11:45:37,21218,4,12/01/2023 11:45:37 AM
212342023-12-01T11:45:37,21234,4,12/01/2023 11:45:37 AM
212362023-12-01T11:45:37,21236,6,12/01/2023 11:45:37 AM
214092023-12-01T11:45:37,21409,4,12/01/2023 11:45:37 AM
217042023-12-01T11:45:37,21704,1,12/01/2023 11:45:37 AM
217842023-12-01T11:45:37,21784,4,12/01/2023 11:45:37 AM
218012023-12-01T11:45:37,21801,56,12/01/2023 11:45:37 AM
219012023-12-01T11:45:37,21901,4,12/01/2023 11:45:37 AM
219172023-12-01T11:45:37,21917,4,12/01/2023 11:45:37 AM
219212023-12-01T11:45:37,21921,4,12/01/2023 11:45:37 AM
207152023-12-01T12:00:41,20715,34,12/01/2023 12:00:41 PM
207432023-12-01T12:00:41,20743,58,12/01/2023 12:00:41 PM
207472023-12-01T12:00:41,20747,4,12/01/2023 12:00:41 PM
207822023-12-01T12:00:41,20782,66,12/01/2023 12:00:41 PM
207852023-12-01T12:00:41,20785,4,12/01/2023 12:00:41 PM
210502023-11-29T11:15:34,21050,4,11/29/2023 11:15:34 AM
210612023-11-29T11:15:34,21061,4,11/29/2023 11:15:34 AM
208742023-11-16T17:45:35,20874,252,11/16/2023 05:45:35 PM
210302023-11-16T17:45:35,21030,4,11/16/2023 05:45:35 PM
211312023-11-16T17:45:35,21131,4,11/16/2023 05:45:35 PM
216432023-11-14T12:45:36,21643,1,11/14/2023 12:45:36 PM
217012023-11-14T12:45:36,21701,1,11/14/2023 12:45:36 PM
217022023-11-14T12:45:36,21702,20,11/14/2023 12:45:36 PM
217712023-11-14T12:45:36,21771,43,11/14/2023 12:45:36 PM
217872023-11-14T12:45:36,21787,1,11/14/2023 12:45:36 PM
217912023-11-14T12:45:36,21791,10,11/14/2023 12:45:36 PM
218012023-11-14T12:45:36,21801,5,11/14/2023 12:45:36 PM
219212023-11-14T12:45:36,21921,8,11/14/2023 12:45:36 PM
212242023-11-16T02:00:37,21224,4,11/16/2023 02:00:37 AM
206022023-11-16T02:15:36,20602,30,11/16/2023 02:15:36 AM
206032023-11-16T02:15:36,20603,1,11/16/2023 02:15:36 AM
208772023-11-16T02:15:36,20877,4,11/16/2023 02:15:36 AM
212242023-11-16T02:15:36,21224,4,11/16/2023 02:15:36 AM
211362023-11-16T17:45:35,21136,8,11/16/2023 05:45:35 PM
211572023-11-16T17:45:35,21157,4,11/16/2023 05:45:35 PM
212182023-11-16T17:45:35,21218,4,11/16/2023 05:45:35 PM
212202023-11-16T17:45:35,21220,4,11/16/2023 05:45:35 PM
212212023-11-16T17:45:35,21221,4,11/16/2023 05:45:35 PM
212292023-11-16T17:45:35,21229,4,11/16/2023 05:45:35 PM
212302023-11-16T17:45:35,21230,4,11/16/2023 05:45:35 PM
212342023-11-16T17:45:35,21234,4,11/16/2023 05:45:35 PM
214092023-11-16T17:45:35,21409,4,11/16/2023 05:45:35 PM
217042023-11-16T17:45:35,21704,7,11/16/2023 05:45:35 PM
211362023-11-17T18:45:35,21136,4,11/17/2023 06:45:35 PM
211612023-11-17T18:45:35,21161,4,11/17/2023 06:45:35 PM
212062023-11-17T18:45:35,21206,4,11/17/2023 06:45:35 PM
212112023-11-17T18:45:35,21211,4,11/17/2023 06:45:35 PM
212142023-11-17T18:45:35,21214,4,11/17/2023 06:45:35 PM
212212023-11-19T09:45:40,21221,19,11/19/2023 09:45:40 AM
212252023-11-19T09:45:40,21225,33,11/19/2023 09:45:40 AM
212342023-11-19T09:45:40,21234,4,11/19/2023 09:45:40 AM
212392023-11-19T09:45:40,21239,4,11/19/2023 09:45:40 AM
214012023-11-19T09:45:40,21401,7,11/19/2023 09:45:40 AM
218142023-11-20T09:45:35,21814,46,11/20/2023 09:45:35 AM
218172023-11-20T09:45:35,21817,4,11/20/2023 09:45:35 AM
218492023-11-20T09:45:35,21849,1,11/20/2023 09:45:35 AM
218562023-11-20T09:45:35,21856,7,11/20/2023 09:45:35 AM
210782023-11-29T11:15:34,21078,7,11/29/2023 11:15:34 AM
211132023-11-29T11:15:34,21113,4,11/29/2023 11:15:34 AM
211222023-11-29T11:15:34,21122,28,11/29/2023 11:15:34 AM
211322023-11-29T11:15:34,21132,4,11/29/2023 11:15:34 AM
212182023-11-29T11:15:34,21218,4,11/29/2023 11:15:34 AM
212212023-11-29T11:15:34,21221,4,11/29/2023 11:15:34 AM
212162023-11-17T18:45:35,21216,21,11/17/2023 06:45:35 PM
212182023-11-17T18:45:35,21218,4,11/17/2023 06:45:35 PM
212212023-11-17T18:45:35,21221,9,11/17/2023 06:45:35 PM
215022023-11-19T09:45:40,21502,6,11/19/2023 09:45:40 AM
216362023-11-19T09:45:40,21636,14,11/19/2023 09:45:40 AM
216482023-11-19T09:45:40,21648,4,11/19/2023 09:45:40 AM
216602023-11-19T09:45:40,21660,41,11/19/2023 09:45:40 AM
217022023-11-19T09:45:40,21702,1,11/19/2023 09:45:40 AM
218012023-11-19T09:45:40,21801,71,11/19/2023 09:45:40 AM
212232023-11-29T11:15:34,21223,8,11/29/2023 11:15:34 AM
212262023-11-29T11:15:34,21226,4,11/29/2023 11:15:34 AM
212292023-11-29T11:15:34,21229,4,11/29/2023 11:15:34 AM
212362023-11-29T11:15:34,21236,8,11/29/2023 11:15:34 AM
212392023-11-29T11:15:34,21239,4,11/29/2023 11:15:34 AM
215362023-11-29T11:15:34,21536,1,11/29/2023 11:15:34 AM
215612023-11-29T11:15:34,21561,6,11/29/2023 11:15:34 AM
216252023-11-29T11:15:34,21625,1,11/29/2023 11:15:34 AM
216432023-11-29T11:15:34,21643,4,11/29/2023 11:15:34 AM
217162023-11-29T11:15:34,21716,1,11/29/2023 11:15:34 AM
217402023-11-29T11:15:34,21740,220,11/29/2023 11:15:34 AM
217422023-11-29T11:15:34,21742,17,11/29/2023 11:15:34 AM
217712023-11-29T11:15:34,21771,1,11/29/2023 11:15:34 AM
217762023-11-29T11:15:34,21776,1,11/29/2023 11:15:34 AM
217952023-11-29T11:15:34,21795,1,11/29/2023 11:15:34 AM
218012023-11-29T11:15:34,21801,1,11/29/2023 11:15:34 AM
206162023-11-16T18:00:37,20616,5,11/16/2023 06:00:37 PM
206642023-11-16T18:00:37,20664,2,11/16/2023 06:00:37 PM
207152023-11-16T18:00:37,20715,4,11/16/2023 06:00:37 PM
208522023-11-16T18:00:37,20852,4,11/16/2023 06:00:37 PM
206392023-11-19T10:00:36,20639,1,11/19/2023 10:00:36 AM
207232023-11-19T10:00:36,20723,19,11/19/2023 10:00:36 AM
207742023-11-19T10:00:36,20774,4,11/19/2023 10:00:36 AM
208332023-11-19T10:00:36,20833,4,11/19/2023 10:00:36 AM
208412023-11-19T10:00:36,20841,1,11/19/2023 10:00:36 AM
208502023-11-19T10:00:36,20850,4,11/19/2023 10:00:36 AM
208522023-11-19T10:00:36,20852,5,11/19/2023 10:00:36 AM
208772023-11-19T10:00:36,20877,19,11/19/2023 10:00:36 AM
209022023-11-19T10:00:36,20902,131,11/19/2023 10:00:36 AM
209042023-11-19T10:00:36,20904,4,11/19/2023 10:00:36 AM
209102023-11-19T10:00:36,20910,6,11/19/2023 10:00:36 AM
210122023-11-19T10:00:36,21012,4,11/19/2023 10:00:36 AM
218422023-11-29T11:15:34,21842,27,11/29/2023 11:15:34 AM
218632023-11-29T11:15:34,21863,7,11/29/2023 11:15:34 AM
216402023-11-30T11:00:42,21640,33,11/30/2023 11:00:42 AM
216432023-11-30T11:00:42,21643,11,11/30/2023 11:00:42 AM
216492023-11-30T11:00:42,21649,4,11/30/2023 11:00:42 AM
216552023-11-30T11:00:42,21655,4,11/30/2023 11:00:42 AM
216592023-11-30T11:00:42,21659,1,11/30/2023 11:00:42 AM
216632023-11-30T11:00:42,21663,51,11/30/2023 11:00:42 AM
217042023-11-30T11:00:42,21704,1,11/30/2023 11:00:42 AM
217932023-11-30T11:00:42,21793,1,11/30/2023 11:00:42 AM
218012023-11-30T11:00:42,21801,4,11/30/2023 11:00:42 AM
218112023-11-30T11:00:42,21811,1,11/30/2023 11:00:42 AM
218372023-11-30T11:00:42,21837,1,11/30/2023 11:00:42 AM
219182023-11-30T11:00:42,21918,5,11/30/2023 11:00:42 AM
207352023-11-30T19:30:35,20735,51,11/30/2023 07:30:35 PM
207432023-11-30T19:30:35,20743,4,11/30/2023 07:30:35 PM
207472023-11-30T19:30:35,20747,4,11/30/2023 07:30:35 PM
207762023-11-30T19:30:35,20776,4,11/30/2023 07:30:35 PM
207832023-11-30T19:30:35,20783,4,11/30/2023 07:30:35 PM
208322023-11-30T19:30:35,20832,4,11/30/2023 07:30:35 PM
210422023-11-19T10:00:36,21042,4,11/19/2023 10:00:36 AM
210612023-11-19T10:00:36,21061,56,11/19/2023 10:00:36 AM
211082023-11-19T10:00:36,21108,4,11/19/2023 10:00:36 AM
211572023-11-19T10:00:36,21157,4,11/19/2023 10:00:36 AM
211582023-11-19T10:00:36,21158,6,11/19/2023 10:00:36 AM
211612023-11-19T10:00:36,21161,4,11/19/2023 10:00:36 AM
208552023-11-30T19:30:35,20855,5,11/30/2023 07:30:35 PM
208862023-11-30T19:30:35,20886,4,11/30/2023 07:30:35 PM
218752023-11-29T11:15:34,21875,1,11/29/2023 11:15:34 AM
219212023-11-29T11:15:34,21921,6,11/29/2023 11:15:34 AM
206072023-11-29T11:30:35,20607,1,11/29/2023 11:30:35 AM
206132023-11-29T11:30:35,20613,3,11/29/2023 11:30:35 AM
206162023-11-29T11:30:35,20616,27,11/29/2023 11:30:35 AM
206462023-11-29T11:30:35,20646,12,11/29/2023 11:30:35 AM
207222023-11-29T11:30:35,20722,12,11/29/2023 11:30:35 AM
207232023-11-29T11:30:35,20723,4,11/29/2023 11:30:35 AM
207362023-11-29T11:30:35,20736,3,11/29/2023 11:30:35 AM
207442023-11-29T11:30:35,20744,4,11/29/2023 11:30:35 AM
206072023-11-30T11:15:38,20607,1,11/30/2023 11:15:38 AM
206592023-11-30T11:15:38,20659,3,11/30/2023 11:15:38 AM
206622023-11-30T11:15:38,20662,1,11/30/2023 11:15:38 AM
206772023-11-30T11:15:38,20677,4,11/30/2023 11:15:38 AM
207162023-11-30T11:15:38,20716,7,11/30/2023 11:15:38 AM
208742023-11-16T18:00:37,20874,252,11/16/2023 06:00:37 PM
210302023-11-16T18:00:37,21030,4,11/16/2023 06:00:37 PM
212212023-11-19T10:00:36,21221,19,11/19/2023 10:00:36 AM
212252023-11-19T10:00:36,21225,33,11/19/2023 10:00:36 AM
212342023-11-19T10:00:36,21234,4,11/19/2023 10:00:36 AM
212392023-11-19T10:00:36,21239,4,11/19/2023 10:00:36 AM
214012023-11-19T10:00:36,21401,4,11/19/2023 10:00:36 AM
208502023-11-21T14:30:35,20850,4,11/21/2023 02:30:35 PM
208542023-11-21T14:30:35,20854,4,11/21/2023 02:30:35 PM
212372023-11-27T09:45:35,21237,4,11/27/2023 09:45:35 AM
215022023-11-27T09:45:35,21502,1,11/27/2023 09:45:35 AM
215502023-11-27T09:45:35,21550,21,11/27/2023 09:45:35 AM
207352023-11-30T11:15:38,20735,4,11/30/2023 11:15:38 AM
207442023-11-30T11:15:38,20744,27,11/30/2023 11:15:38 AM
207482023-11-30T11:15:38,20748,109,11/30/2023 11:15:38 AM
207842023-11-30T11:15:38,20784,4,11/30/2023 11:15:38 AM
208172023-11-30T11:15:38,20817,4,11/30/2023 11:15:38 AM
208542023-11-30T11:15:38,20854,4,11/30/2023 11:15:38 AM
206132023-11-14T13:00:43,20613,9,11/14/2023 01:00:43 PM
206622023-11-14T13:00:43,20662,4,11/14/2023 01:00:43 PM
206642023-11-14T13:00:43,20664,1,11/14/2023 01:00:43 PM
207222023-11-14T13:00:43,20722,15,11/14/2023 01:00:43 PM
207472023-11-14T13:00:43,20747,4,11/14/2023 01:00:43 PM
207852023-11-14T13:00:43,20785,4,11/14/2023 01:00:43 PM
208142023-11-14T13:00:43,20814,2,11/14/2023 01:00:43 PM
208172023-11-14T13:00:43,20817,14,11/14/2023 01:00:43 PM
208412023-11-14T13:00:43,20841,4,11/14/2023 01:00:43 PM
208542023-11-14T13:00:43,20854,4,11/14/2023 01:00:43 PM
208722023-11-14T13:00:43,20872,1,11/14/2023 01:00:43 PM
208742023-11-14T13:00:43,20874,143,11/14/2023 01:00:43 PM
208892023-11-14T13:00:43,20889,1,11/14/2023 01:00:43 PM
208922023-11-14T13:00:43,20892,1,11/14/2023 01:00:43 PM
209022023-11-14T13:00:43,20902,11,11/14/2023 01:00:43 PM
209102023-11-14T13:00:43,20910,4,11/14/2023 01:00:43 PM
210142023-11-14T13:00:43,21014,4,11/14/2023 01:00:43 PM
210602023-11-14T13:00:43,21060,14,11/14/2023 01:00:43 PM
210932023-11-14T13:00:43,21093,4,11/14/2023 01:00:43 PM
215022023-11-19T10:00:36,21502,6,11/19/2023 10:00:36 AM
216362023-11-19T10:00:36,21636,14,11/19/2023 10:00:36 AM
216482023-11-19T10:00:36,21648,4,11/19/2023 10:00:36 AM
216602023-11-19T10:00:36,21660,41,11/19/2023 10:00:36 AM
218012023-11-19T10:00:36,21801,71,11/19/2023 10:00:36 AM
208552023-11-30T11:15:38,20855,4,11/30/2023 11:15:38 AM
208782023-11-30T11:15:38,20878,4,11/30/2023 11:15:38 AM
210352023-11-16T18:00:37,21035,4,11/16/2023 06:00:37 PM
211312023-11-16T18:00:37,21131,4,11/16/2023 06:00:37 PM
211362023-11-16T18:00:37,21136,8,11/16/2023 06:00:37 PM
211572023-11-16T18:00:37,21157,4,11/16/2023 06:00:37 PM
212182023-11-16T18:00:37,21218,4,11/16/2023 06:00:37 PM
212202023-11-16T18:00:37,21220,4,11/16/2023 06:00:37 PM
212212023-11-16T18:00:37,21221,4,11/16/2023 06:00:37 PM
212292023-11-16T18:00:37,21229,4,11/16/2023 06:00:37 PM
212302023-11-16T18:00:37,21230,4,11/16/2023 06:00:37 PM
206162023-11-19T10:15:36,20616,6,11/19/2023 10:15:36 AM
206392023-11-19T10:15:36,20639,1,11/19/2023 10:15:36 AM
